,skids,side,class,segment,type,group
1901,251790,left,inter,head,6.0,
1902,759694,right,inter,1,73.0,7.0
1903,1333136,left,,3,,
1904,1390483,,,,,
1905,227221,right,inter,1,,
1906,1570711,left,muscle,1,,
1907,1275801,left,inter,2,,7.0
1908,1292186,left,sensory,head,136.0,
1909,1488795,left,inter,1,,4.0
1910,1718172,right,,3,,
1911,1537952,,,,,
1912,399266,right,sensory,head,29.0,
1913,1611683,right,inter,2,73.0,7.0
1914,1275812,left,,2,,
1915,1333158,right,sensory,head,17.0,
1916,1570729,left,muscle,1,,
1917,309165,right,sensory,head,141.0,
1918,1554350,,,,,
1919,1275823,right,sensory,pygidium,80.0,9.0
1920,300976,left,sensory,head,48.0,
1921,1308592,right,sensory,head,13.0,
1922,1652654,right,inter,head,,
1923,1570739,left,muscle,1,,
1924,55225,right,inter,2,,3.0
1925,1292228,left,sensory,head,51.0,
1926,1447877,left,inter,1,,2.0
1927,55238,left,inter,head,2.0,
1928,1308618,left,motor,1,64.0,
1929,1390541,left,inter,2,157.0,7.0
1930,1849294,left,sensory,1,,
1931,161743,right,inter,head,58.0,13.0
1932,1382357,,,,,
1933,1570773,right,muscle,2,,
1934,1292247,,,,,
1935,1349592,,,,,
1936,1275865,right,sensory,head,49.0,
1937,1701849,right,inter,head,,12.0
1938,1423327,right,muscle,3,,
1939,1570785,left,muscle,3,,
1940,1275880,left,sensory,head,49.0,
1941,1570796,right,muscle,pygidium,,
1942,1849324,left,motor,2,63.0,
1943,940016,left,ciliated,2,,
1944,1611764,,,,,
1945,1398775,left,muscle,2,,
1946,1669116,left,muscle,2,,
1947,1947647,right,inter,3,,7.0
1948,1275907,right,sensory,head,49.0,
1949,1275916,left,inter,head,,
1950,768031,right,,head,,
1951,1357861,right,muscle,2,,
1952,1849383,,,,,
1953,1734696,,,,,
1954,1472553,left,sensory,head,163.0,
1955,1357867,right,muscle,1,,
1956,1292334,left,sensory,2,80.0,
1957,1390643,,,,,
1958,1611828,,,,,
1959,202807,left,ciliated,head,,
1960,1447992,right,inter,2,,1.0
1961,923710,right,inter,head,125.0,12.0
1962,1333311,right,motor,2,47.0,
1963,1292352,left,inter,1,,4.0
1964,1333316,left,,3,,
1965,1316939,right,sensory,head,163.0,
1966,1349714,,,,,
1967,1955928,,,,,
1968,1103961,right,sensory,head,13.0,
1969,1955933,,,,,
1970,1439840,right,sensory,head,173.0,
1971,1103977,right,sensory,head,13.0,
1972,1570928,left,inter,2,,3.0
1973,1431668,,,,,
1974,1734778,,,,,
1975,1398914,,,,,
1976,1726596,left,,2,,3.0
1977,1611909,,,,,
1978,1276040,left,inter,head,116.0,
1979,1292427,left,inter,head,6.0,
1980,1685644,right,,1,,
1981,1382545,left,muscle,3,,
1982,1390740,right,sensory,3,89.0,
1983,1530009,right,inter,2,,7.0
1984,1390749,right,sensory,3,80.0,
1985,1308832,,,,,
1986,1374369,left,sensory,head,49.0,
1987,1956009,right,inter,1,,3.0
1988,1292458,left,inter,head,7.0,
1989,579755,left,motor,3,64.0,
1990,1398955,,,,,
1991,1546413,right,muscle,1,,
1992,1415344,left,motor,3,165.0,
1993,587962,right,muscle,1,,
1994,1407163,right,inter,1,,4.0
1995,1349820,left,inter,head,117.0,12.0
1996,1579204,right,motor,2,161.0,
1997,1956036,,,,,
1998,1120455,left,sensory,head,29.0,
1999,1603787,right,,1,,
2000,1407180,left,inter,2,,7.0
2001,1439958,,,,,
2002,1325272,left,inter,head,,
2003,1415385,left,muscle,3,,
2004,1841368,right,inter,3,,
2005,1054945,left,inter,head,23.0,
2006,1349857,left,inter,head,,
2007,252137,right,sensory,head,5.0,
2008,1956074,,,,,
2009,71916,,,,,
2010,1276147,left,inter,head,,
2011,1603827,right,inter,1,,2.0
2012,1849589,,,,,
2013,1317111,left,inter,head,7.0,
2014,1693946,,,,,
2015,1300731,left,sensory,head,26.0,
2016,1841402,right,inter,3,,2.0
2017,1390849,right,inter,3,,3.0
2018,1603842,,,,,
2019,1366275,right,sensory,pygidium,101.0,9.0
2020,776455,left,inter,head,123.0,
2021,1366282,left,inter,2,105.0,
2022,1333515,right,,3,,
2023,1849623,left,sensory,2,71.0,
2024,1333529,left,motor,2,47.0,
2025,1464604,right,sensory,2,91.0,
2026,932125,right,motor,1,64.0,
2027,1341740,right,motor,head,164.0,
2028,1669421,right,muscle,1,,
2029,1415473,left,motor,3,159.0,
2030,1448244,right,inter,2,,
2031,1587509,right,muscle,2,,
2032,1349942,left,sensory,1,81.0,
2033,1775932,right,inter,head,,
2034,1349949,left,sensory,1,101.0,
2035,1603906,right,muscle,1,,
2036,1284425,right,,2,,3.0
2037,1382729,right,motor,2,69.0,
2038,637265,right,inter,head,56.0,12.0
2039,1415508,right,sensory,1,95.0,
2040,1857878,,,,,
2041,1431895,,,,,
2042,22876,right,sensory,head,1.0,
2043,1333597,right,,2,,
2044,1415528,right,sensory,1,71.0,
2045,801132,left,inter,head,76.0,
2046,1415537,left,sensory,3,,
2047,1333656,left,,2,,
2048,1841563,,,,,
2049,1472928,left,inter,2,,6.0
2050,1702305,,,,,
2051,1374631,left,sensory,head,,8.0
2052,1595817,,,,,
2053,2185641,,,,,
2054,1317295,left,sensory,head,,
2055,219569,right,,head,,
2056,932287,left,inter,1,,
2057,1350079,,,,,
2058,1833415,right,motor,1,161.0,
2059,1612233,right,inter,1,,7.0
2060,1382859,left,inter,2,,6.0
2061,2243023,,,,,
2062,63952,,,,,
2063,1513938,,,,,
2064,1571286,right,inter,0,83.0,7.0
2065,1382871,left,inter,2,,6.0
2066,2202073,,,,,
2067,170458,right,,2,,
2068,629210,right,sensory,head,138.0,8.0
2069,981467,right,inter,head,179.0,
2070,1645026,right,inter,head,,12.0
2071,1366501,left,inter,2,79.0,7.0
2072,2013670,,,,,
2073,1595882,left,muscle,0,,
2074,1956332,right,motor,2,66.0,
2075,2185709,right,,1,64.0,
2076,1350126,left,inter,head,,
2077,1366510,left,inter,2,108.0,
2078,1358320,,,,,
2079,768500,left,inter,head,,12.0
2080,1948151,right,inter,2,,3.0
2081,1300984,,,,,
2082,604671,right,muscle,1,,
2083,1317375,left,inter,head,,
2084,1456639,left,inter,2,,1.0
2085,1284610,right,inter,head,119.0,
2086,1849863,left,sensory,2,94.0,
2087,1022473,,,,,
2088,1808905,,,,,
2089,1571339,,,,,
2090,1333780,right,inter,head,,
2091,653848,right,inter,3,,
2092,1391139,left,muscle,3,,
2093,1309222,right,sensory,head,,
2094,1309228,right,sensory,head,13.0,
2095,1628716,left,muscle,2,,
2096,1276462,left,sensory,head,,
2097,1382959,right,sensory,3,71.0,
2098,1473074,right,inter,head,104.0,
2099,1956404,,,,,
2100,940601,,,,,
2101,1325625,right,sensory,head,,10.0
2102,1350203,,,,,
2103,1686077,,,,,
2104,1325633,right,sensory,head,,10.0
2105,1382978,right,sensory,3,71.0,
2106,1448515,,,,,
2107,1628748,left,muscle,2,,
2108,1841743,left,inter,2,79.0,7.0
2109,6743,left,sensory,head,1.0,
2110,1923672,left,sensory,head,168.0,
2111,1383001,right,motor,3,165.0,
2112,2185818,,,,,
2113,1481307,,,,,
2114,1284704,right,sensory,head,131.0,
2115,1399394,left,motor,2,68.0,
2116,1391216,,,,,
2117,1325682,right,sensory,head,,10.0
2118,580213,right,muscle,3,,
2119,1391222,left,motor,3,66.0,
2120,1342071,left,inter,head,,
2121,498302,left,inter,head,124.0,12.0
2122,55935,left,inter,head,3.0,
2123,612991,right,sensory,head,29.0,
2124,1243776,left,,2,,
2125,1333887,left,inter,head,123.0,
2126,1391234,left,motor,3,68.0,
2127,1292932,right,inter,head,6.0,
2128,1292947,right,inter,head,124.0,12.0
2129,1481366,,,,,
2130,932505,left,inter,2,79.0,7.0
2131,137882,right,muscle,0,,
2132,1489563,left,inter,head,125.0,12.0
2133,203433,left,ciliated,head,,
2134,1284780,left,sensory,head,32.0,
2135,1923757,,,,,
2136,1473202,right,inter,2,79.0,7.0
2137,1317564,right,sensory,head,97.0,
2138,1342141,left,inter,head,120.0,
2139,1514172,,,,,
2140,154304,right,inter,1,,7.0
2141,252608,left,sensory,head,5.0,
2142,1293005,right,inter,head,175.0,13.0
2143,277200,left,sensory,head,46.0,
2144,2398932,,,,,
2145,1481436,,,,,
2146,1440477,left,,pygidium,,
2147,1850079,right,inter,2,,3.0
2148,1350368,right,sensory,0,,
2149,2013923,left,,1,,3.0
2150,359142,right,motor,head,86.0,
2151,1489640,left,motor,head,164.0,
2152,1276652,left,inter,head,127.0,
2153,1325812,right,inter,head,,
2154,1448695,,,,,
2155,1383171,right,inter,2,108.0,
2156,1587973,left,inter,1,,
2157,1366793,,,,,
2158,1391371,,,,,
2159,1547023,left,epithelia,0,,
2160,1325843,right,sensory,head,,
2161,1301268,left,inter,head,4.0,
2162,1317660,right,sensory,head,29.0,
2163,1514272,,,,,
2164,56100,right,inter,head,,
2165,908068,right,inter,1,155.0,3.0
2166,1399590,right,motor,2,161.0,
2167,1432357,right,motor,2,,
2168,1383209,left,,3,,
2169,1276717,left,inter,head,,
2170,285487,,,,,
2171,1366839,right,motor,2,,
2172,1391418,,,,,
2173,2014021,,,,,
2174,564048,right,,head,,
2175,1776476,left,motor,2,64.0,
2176,1407854,right,inter,3,,1.0
2177,1776504,left,motor,2,64.0,
2178,1022842,,,,,
2179,1350523,,,,,
2180,1416066,left,epithelia,head,,
2181,1514371,left,,1,,
2182,1440653,left,inter,3,,7.0
2183,1842067,left,inter,head,,12.0
2184,1358740,right,inter,head,122.0,
2185,1792917,right,motor,2,64.0,
2186,1448858,right,inter,2,,1.0
2187,1407899,,,,,
2188,1276831,left,muscle,1,,
2189,1588133,left,inter,1,,7.0
2190,1629097,left,muscle,2,,
2191,252853,left,sensory,head,5.0,
2192,1326008,left,inter,head,,
2193,1514425,,,,,
2194,1137595,right,muscle,1,,
2195,1391550,,,,,
2196,228289,right,motor,pygidium,82.0,
2197,1391561,left,inter,1,,1.0
2198,1448906,left,epithelia,3,,
2199,1285069,right,motor,head,19.0,
2200,1285075,left,inter,head,126.0,
2201,1334234,left,inter,head,174.0,
2202,1514458,,,,,
2203,1391584,left,motor,1,,
2204,1563616,,,,,
2205,1276909,right,sensory,head,18.0,
2206,1727474,left,motor,2,65.0,
2207,1416180,right,muscle,1,,
2208,1293303,,,,,
2209,1383418,left,motor,3,61.0,
2210,1440768,right,epithelia,3,,
2211,1432579,,,,,
2212,1416198,right,muscle,2,,
2213,1432586,,,,,
2214,1391634,,,,,
2215,1850387,,,,,
2216,1244182,right,motor,3,64.0,
2217,1178653,right,inter,3,,1.0
2218,1416227,right,muscle,3,,
2219,1178663,right,sensory,pygidium,101.0,9.0
2220,1481767,,,,,
2221,1276971,left,sensory,2,80.0,
2222,1440816,right,inter,3,,
2223,1317942,left,inter,head,123.0,
2224,1350710,,,,,
2225,1276992,left,sensory,3,80.0,
2226,588869,left,sensory,head,139.0,
2227,1293381,left,inter,head,,
2228,1424455,right,,2,,
2229,1571934,right,inter,1,,7.0
2230,982115,left,motor,head,178.0,
2231,1416299,left,muscle,1,,
2232,1850475,right,,2,,
2233,318576,right,sensory,head,130.0,
2234,1850496,left,sensory,2,71.0,
2235,1391745,left,muscle,1,,
2236,433286,,muscle,head,,
2237,1285267,right,inter,head,,
2238,1653907,left,inter,2,73.0,7.0
2239,1563802,left,inter,head,,
2240,171166,right,ciliated,head,,
2241,15519,right,sensory,head,1.0,
2242,1547424,left,motor,1,,
2243,1383587,right,inter,2,,7.0
2244,1449124,,,,,
2245,1399974,left,muscle,2,,
2246,1342632,right,inter,head,,
2247,1752235,right,motor,3,68.0,
2248,1293484,right,motor,3,63.0,
2249,1547439,right,sensory,head,,
2250,1383600,right,inter,2,,7.0
2251,1834160,left,inter,head,,
2252,1645747,left,inter,1,,
2253,1285301,right,inter,head,,
2254,1350839,left,sensory,2,89.0,
2255,1285306,right,inter,head,,
2256,359612,right,inter,head,,
2257,1932476,,,,,
2258,1285310,right,inter,head,23.0,
2259,1588419,left,sensory,1,95.0,
2260,1416388,right,muscle,2,,
2261,40141,right,inter,head,2.0,
2262,1129677,left,inter,head,,
2263,1285327,right,inter,head,,
2264,1293518,right,inter,head,,12.0
2265,392410,right,inter,head,,
2266,1645789,left,inter,1,,2.0
2267,1277150,left,muscle,1,,
2268,1416416,right,muscle,1,,
2269,1613030,,,,,
2270,1342703,,,,,
2271,1400051,,,,,
2272,1326324,right,sensory,head,,8.0
2273,1957108,right,inter,2,,2.0
2274,1285367,right,sensory,head,113.0,
2275,1817849,left,,3,,
2276,1498370,left,inter,head,,13.0
2277,1342725,right,sensory,pygidium,170.0,9.0
2278,1735943,,,,,
2279,1334543,right,inter,head,,
2280,1285393,right,inter,head,4.0,
2281,802066,left,inter,1,,3.0
2282,1383699,left,inter,3,,3.0
2283,1449234,left,inter,head,,
2284,1981717,,,,,
2285,261398,left,motor,1,87.0,
2286,1957143,,,,,
2287,1441050,left,inter,2,,1.0
2288,1457434,right,inter,1,,3.0
2289,1416476,right,muscle,1,,
2290,1670429,left,ciliated,3,,
2291,1277215,left,inter,head,,14.0
2292,1744166,left,,3,,
2293,1383723,right,inter,3,,
2294,1441073,right,inter,2,,7.0
2295,826675,left,motor,head,86.0,
2296,1744183,left,,3,,
2297,1785146,left,sensory,head,31.0,
2298,1113404,left,sensory,head,13.0,
2299,1400126,right,inter,3,,6.0
2300,1735998,,,,,
2301,1310016,left,sensory,head,,
2302,1383745,left,,3,,
2303,73027,left,inter,head,,
2304,1678661,right,motor,1,64.0,
2305,2301260,,,,,
2306,7501,left,sensory,head,1.0,
2307,113999,left,motor,head,8.0,
2308,1416527,left,inter,3,146.0,3.0
2309,1432915,left,inter,3,154.0,3.0
2310,1645907,left,muscle,2,,
2311,1367387,left,sensory,head,99.0,
2312,1383778,right,epithelia,3,,
2313,73059,left,inter,head,2.0,
2314,1678692,left,motor,1,,
2315,359783,right,,head,,
2316,1645931,left,muscle,2,,
2317,1957230,left,inter,2,176.0,6.0
2318,556399,left,muscle,1,,
2319,1072496,right,sensory,head,26.0,
2320,23921,right,sensory,head,1.0,
2321,1473904,left,sensory,head,,8.0
2322,662902,,,,,
2323,1400183,,,,,
2324,1449339,right,inter,head,,12.0
2325,335229,right,inter,head,,13.0
2326,1449343,,,,,
2327,1793408,left,motor,1,162.0,
2328,1965440,,,,,
2329,1359237,left,inter,head,144.0,13.0
2330,1375626,,,,,
2331,32142,left,inter,head,2.0,
2332,1850777,left,motor,1,161.0,
2333,1318311,left,sensory,head,,
2334,1957288,right,inter,head,,12.0
2335,957866,,,,,
2336,1457578,left,inter,2,,7.0
2337,482732,left,sensory,head,29.0,
2338,1629613,left,muscle,2,,
2339,2014638,,,,,
2340,1392050,right,muscle,3,,
2341,1957305,,,,,
2342,1310144,left,inter,1,,
2343,1031618,right,muscle,2,,
2344,1834435,,,,,
2345,1670599,left,muscle,2,,
2346,2301384,,,,,
2347,1310154,,,,,
2348,1433034,right,inter,3,,
2349,1957322,,,,,
2350,1424853,left,inter,3,,2.0
2351,441817,left,sensory,head,16.0,
2352,1703390,right,muscle,2,,
2353,531949,right,sensory,head,14.0,
2354,1416695,left,muscle,head,,
2355,744953,right,sensory,head,80.0,
2356,1342970,right,sensory,head,,
2357,1211899,left,sensory,head,15.0,
2358,1342975,right,sensory,head,,
2359,1957377,right,,1,,
2360,1392132,left,muscle,3,,
2361,1113608,right,ciliated,0,,
2362,1302031,left,inter,head,124.0,12.0
2363,1342991,right,ciliated,head,,
2364,1318423,right,sensory,head,29.0,
2365,1302040,right,inter,head,,
2366,1392152,left,muscle,3,,
2367,1605150,left,,1,,
2368,1703455,right,muscle,2,,
2369,1932830,,,,,
2370,1777190,right,sensory,head,,
2371,1392171,left,muscle,3,,
2372,1703468,right,muscle,2,,
2373,1621549,right,muscle,3,,
2374,1383986,left,sensory,3,71.0,
2375,2014770,,,,,
2376,269876,right,sensory,head,50.0,
2377,1351221,left,inter,1,,
2378,1474100,right,motor,3,,
2379,1130041,left,sensory,head,49.0,
2380,1408570,right,muscle,pygidium,,
2381,1465914,left,inter,head,124.0,12.0
2382,1400382,right,inter,3,74.0,7.0
2383,1285696,right,sensory,head,28.0,
2384,1343040,left,muscle,3,,
2385,1302082,left,inter,head,123.0,
2386,1416768,left,,2,,
2387,1678918,left,inter,pygidium,72.0,1.0
2388,1384013,left,motor,3,165.0,
2389,48718,right,inter,head,2.0,
2390,2014797,,,,,
2391,1343057,left,,3,,
2392,523862,left,sensory,head,30.0,
2393,1392216,left,muscle,pygidium,,
2394,523868,left,inter,head,,
2395,1441373,right,inter,2,,1.0
2396,1392222,left,muscle,pygidium,,
2397,1318495,left,inter,head,,
2398,1850975,,,,,
2399,2014813,left,inter,1,,3.0
2400,564835,,,,,
2401,843373,,,,,
2402,1293934,,,,,
2403,1441389,right,inter,2,,7.0
2404,1351280,left,inter,2,73.0,7.0
2405,1490551,right,inter,2,,
2406,1646209,left,inter,head,83.0,7.0
2407,188036,right,ciliated,head,,
2408,1285768,right,sensory,head,110.0,
2409,1425033,right,inter,head,123.0,
2410,1449610,right,sensory,3,,
2411,1351307,left,inter,1,73.0,7.0
2412,1916554,left,muscle,1,,
2413,958099,right,inter,2,,5.0
2414,556693,left,ciliated,1,,
2415,1695383,,,,,
2416,1310363,right,inter,1,73.0,7.0
2417,982688,right,sensory,head,114.0,
2418,1277600,,,,,
2419,1310373,,,,,
2420,1244844,,,,,
2421,1302189,right,inter,head,11.0,
2422,556718,right,inter,head,,12.0
2423,1457836,right,motor,3,,
2424,1547950,left,muscle,1,,
2425,515762,right,inter,head,117.0,12.0
2426,1433269,left,,2,,
2427,212664,left,ciliated,head,,
2428,1654460,right,muscle,3,,
2429,1367741,left,inter,head,127.0,
2430,1932988,left,inter,head,,13.0
2431,1416897,,,,,
2432,1744577,right,inter,head,,
2433,941766,left,muscle,2,,
2434,1318602,left,inter,head,,
2435,32460,left,inter,head,3.0,
2436,1621708,right,muscle,3,,
2437,1285842,right,sensory,head,,
2438,1490643,,,,,
2439,1629909,left,muscle,2,,
2440,1400535,right,inter,3,,1.0
2441,1466076,right,sensory,head,,10.0
2442,1998558,right,inter,head,,
2443,1605349,right,muscle,2,,
2444,1302247,left,inter,2,109.0,
2445,1646318,left,muscle,2,,
2446,1457903,,,,,
2447,1285875,right,inter,head,124.0,12.0
2448,1490675,left,inter,2,,3.0
2449,1654515,right,muscle,3,,
2450,188153,right,ciliated,head,,
2451,1302266,right,inter,head,,13.0
2452,499451,left,inter,head,124.0,12.0
2453,1203965,right,ciliated,0,,
2454,1343244,right,motor,3,,
2455,1580815,,,,,
2456,1629968,left,muscle,2,,
2457,1670927,right,muscle,1,,
2458,1351442,,,,,
2459,1163030,left,sensory,head,163.0,
2460,1580828,,,,,
2461,2416412,left,inter,2,,
2462,204577,left,ciliated,head,,
2463,1277733,,,,,
2464,1433397,left,motor,1,,
2465,1425208,,,,,
2466,1277759,left,motor,pygidium,82.0,
2467,1335104,left,,3,,
2468,1646402,left,,head,,
2469,1630022,left,muscle,2,,
2470,1302345,right,inter,3,,
2471,1433418,right,inter,head,,12.0
2472,1359694,right,inter,head,,
2473,1441614,right,inter,2,,1.0
2474,1482574,right,sensory,2,143.0,
2475,1613646,right,inter,1,60.0,7.0
2476,1638229,,,,,
2477,565079,left,inter,3,,1.0
2478,1957722,right,inter,1,,1.0
2479,1433435,,,,,
2480,1646429,left,muscle,1,,
2481,1408867,left,motor,3,63.0,
2482,1654629,right,inter,head,22.0,12.0
2483,1130360,left,sensory,head,49.0,
2484,1564536,,,,,
2485,1032061,right,muscle,2,,
2486,1367937,,,,,
2487,139142,left,sensory,1,38.0,
2488,1736582,right,muscle,3,,
2489,1523593,,,,,
2490,786317,,,,,
2491,2015119,left,sensory,head,100.0,
2492,442258,left,,,,
2493,1277851,right,sensory,3,143.0,
2494,147361,left,inter,1,,3.0
2495,1728420,,,,,
2496,1621926,right,muscle,3,,
2497,1359787,left,inter,0,,
2498,1327020,right,sensory,head,,15.0
2499,1449903,right,,1,,7.0
2500,1957809,right,motor,2,162.0,
2501,1408946,right,,3,,
2502,1400756,left,inter,3,70.0,3.0
2503,1335221,right,inter,head,,
2504,1392567,left,muscle,3,,
2505,1408956,right,muscle,3,,
2506,1122238,right,sensory,head,,
2507,1425347,right,sensory,3,80.0,
2508,1114055,right,ciliated,0,,
2509,942028,left,muscle,1,,
2510,384976,,,,,
2511,1204176,right,sensory,0,167.0,
2512,1671122,,,,,
2513,1368019,left,muscle,3,,
2514,1368025,left,muscle,pygidium,,
2515,2015193,left,sensory,head,100.0,
2516,1368030,left,muscle,3,,
2517,1368040,left,muscle,0,,
2518,180202,right,ciliated,head,,
2519,1343467,right,inter,head,153.0,12.0
2520,1277932,left,motor,1,,
2521,1621996,right,muscle,3,,
2522,1630186,left,muscle,2,,
2523,1441775,right,motor,3,,
2524,1597423,right,muscle,pygidium,,
2525,1302513,left,sensory,head,,
2526,1671147,right,motor,1,165.0,
2527,1974266,,,,,
2528,1376251,left,inter,head,,
2529,1048573,left,inter,3,,
